comment,hotel_name,source
We had an early flight so decided to stay overnight.  It is spotless and we were impressed with our large airy room.  There is nowhere to eat nearby without driving so we opted to eat in the hotel.  We all were impressed with our meals including our vegetarian daughter.  They do a 2 course meal for £14 per head but we were beaten after just one course.  WiFi is free for 30 mins and then charged at £3 for 24 hours.  We paid for parking whilst we stayed but chose to use Gatwick valet parking which proved to be more cost effective than leaving our car for a week.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"1st room was unclean stains on the carpet greasy hand prints on the walls, brown stains on the bedding, kettle deff not worth using.....grose, bathroom was grim hair not from your head on the floor and skirtings!. Got moved straight away no problem to a room that was no better so me and my children cleaned it ourselves as we were told it's not a big enough issue to keep moving us or to have a refund, we made the best of a bad situation as it was only a 2 night stay, would deff pack bleach on your stay here .","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Arrived after a 20hr flight arrived at Hotel to a warm  and cheerful greeting from Chloe from reception who couldnt have done enough for me. Had mislaid my case keys and Chloe went out of her way to ask if another colleague could sort it for me and they did, Well done Chloe this is what i call customer service i didnt even have to ask .Shuttle bus is super and for only 3pounds a bargain. Room was v good spacious , comfy bed  a great start to my hols, will definetly be back.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Convenient and well connected to Gatwick airport. Rooms are fully functional hotel atmosphere is welcoming. Cleaneness could be improved both in the rooms and the corridors. The carpet is quite tired.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Very expensive parking and bathroom not very clean. Parking was charged per 24 hours and hourly parking could not be purchased making a 10 hour stay very expensive. This was not made clear on booking.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Travelodge by Gatwick is pretty much exactly what you can expect from the airport hotel.  Our room was very simple but clean and downstairs there was actually quite a nice bar open 24 hours. Nice touch for those who arrive late.  They are clearly trying to be modern woth the self check in machines by reception but unfortunately they still require some improvements.  After checking in my machine was unable to produce my room key so at the end I had to queue to go through the same process at reception anyway.   Also bear in mind that parking is quite dear with £16 per night. ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Travelodge is a perfect hotel if you need to go to Gatwick airport. The hotel is in walking distance of the airport (north terminal) but there is no dedicated path, you can walk along the big road (15 minutes) or take the ""perimeter road"" (30 minutes but safer) both with a part without pathway. The hotel is great value for money, it is even the cheapest 3 stars I ever had. However, it offers really spacious, confortable and modern rooms. It is not heaten too much (there is nothing worse). The rooms and the hotel are clean, but it could be even better. It is calm and the beds are good quality. There is also a very good restaurant with affordable deals. For those who have a car, the parking is really expansive (£16 a day), don't park here.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed 1 night before travel. Caught the shuttle both ways from Gatwick for a small charge. Automated check in if you would like to, very simple. Reception staff were very friendly and helpful. Room good size and clean. Very comfortable bed. All you need for a night before you travel. You do have to pay for WiFi except for a short initial free period but not a problem for an odd night I suppose. Huge tesco superstore within a 15 minute walk if you forget anything. Would stay again","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Hotel had a lot of work upgrading it which is all great and staff were great too. One to watch is happy hour isn’t but one get one free it is a little bit of the drinks. Otherwise it is an idea place to stopover before you start your holidays ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
When I travel I always stay at  travelodge Gatwick staff always nice place is clean beds are great   food is really nice. Rooms are normally warm if there is problem it's sorted straight away. It's convenient to the airport on few mins away on bus. Which stops right outside  never had a problem  ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Had an early flight so decided it was cheaper to stay than cab in to the airport. So glad we did everything was easy, clean, comfy and at a very very good room rate. We slept well considering we were by the airport. Room and bed were comfortable and very clean. The hotel was quiet. The staff were very friendly and the Resturant good value. The shuttle bus was prompt and good value too","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"My friend and I stayed at Travelodge Central before a 7am flight to Nice.  Coming off the Gatwick Express, it was difficult to navigate to find the bus (stop 9), but we found it in the end. One thing to remember is that the cost of the bus costs £4 each way.  The bus ride was quick and Travelodge was either the first or second hotel which was good.  The check-in process was easy and the hotel staff were happy to give information on when to get the bus in the morning.  The room was incredibly spacious with a large double bed and a pull out bed - which actually was comfortable! The room was really clean and looked like it had been modernised recently.   There was a kettle in the room which meant even though we woke up at 4am, I could still have a cuppa!  There is a restaurant, but","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
